relative_time,tess_flux,r_flux,g_flux,tess_uncert,r_uncert,g_uncert,mwebv,max_light,max_uncert
-30.0,,,,,,,0.022,10.5,3.2851365606656637
-29.5,,,,,,,0.022,10.5,3.2851365606656637
-29.0,,,,,,,0.022,10.5,3.2851365606656637
-28.5,,,,,,,0.022,10.5,3.2851365606656637
-28.0,,,,,,,0.022,10.5,3.2851365606656637
-27.5,,,,,,,0.022,10.5,3.2851365606656637
-27.0,,,,,,,0.022,10.5,3.2851365606656637
-26.5,,,,,,,0.022,10.5,3.2851365606656637
-26.0,,,,,,,0.022,10.5,3.2851365606656637
-25.5,,,,,,,0.022,10.5,3.2851365606656637
-25.0,,-120.312188673506,-39.79900428136532,,31.3151152076453,40.3902281964369,0.022,10.5,3.2851365606656637
-24.5,,,,,,,0.022,10.5,3.2851365606656637
-24.0,,,,,,,0.022,10.5,3.2851365606656637
-23.5,,,,,,,0.022,10.5,3.2851365606656637
-23.0,,,-66.34165703741708,,,36.7389017130591,0.022,10.5,3.2851365606656637
-22.5,-97.38917239736888,,,260.66551771811277,,,0.022,10.5,3.2851365606656637
-22.0,-120.29290647389738,,,252.79487708875445,,,0.022,10.5,3.2851365606656637
-21.5,33.510467654562554,,,239.2898902223272,,,0.022,10.5,3.2851365606656637
-21.0,-21.302961793105272,-122.06273188002655,-19.272891112440444,233.9711996069703,23.5851363080777,21.7036552528721,0.022,10.5,3.2851365606656637
-20.5,-44.60666521713592,,,227.79479392440015,,,0.022,10.5,3.2851365606656637
-20.0,-0.7375666399365886,,,230.48845447816785,,,0.022,10.5,3.2851365606656637
-19.5,-136.64253501654323,,,227.87241331108586,,,0.022,10.5,3.2851365606656637
-19.0,7.662683619386786,,,224.24198871316005,,,0.022,10.5,3.2851365606656637
-18.5,-69.91718708713141,,,222.98424906966895,,,0.022,10.5,3.2851365606656637
-18.0,-40.622810453545114,,,227.75057499747786,,,0.022,10.5,3.2851365606656637
-17.5,99.20103924530991,,,225.02199498193582,,,0.022,10.5,3.2851365606656637
-17.0,-47.33509685019406,,,220.84246867412006,,,0.022,10.5,3.2851365606656637
-16.5,-79.54506648237344,,,220.16639976087527,,,0.022,10.5,3.2851365606656637
-16.0,-39.68572137796361,,,223.00064944973585,,,0.022,10.5,3.2851365606656637
-15.5,-24.3957733701001,,,220.12150264099768,,,0.022,10.5,3.2851365606656637
-15.0,-83.74618459441773,,,221.14231424002082,,,0.022,10.5,3.2851365606656637
-14.5,-100.91866368791212,,,225.79457562428502,,,0.022,10.5,3.2851365606656637
-14.0,-47.63535472337206,,,221.7923871055429,,,0.022,10.5,3.2851365606656637
-13.5,-48.57602566296597,,,221.54017803434994,,,0.022,10.5,3.2851365606656637
-13.0,-1.8658032217876264,,,225.29235487639465,,,0.022,10.5,3.2851365606656637
-12.5,-145.62968479969925,,,224.48726615706613,,,0.022,10.5,3.2851365606656637
-12.0,,,,,,,0.022,10.5,3.2851365606656637
-11.5,,,,,,,0.022,10.5,3.2851365606656637
-11.0,,,,,,,0.022,10.5,3.2851365606656637
-10.5,,,,,,,0.022,10.5,3.2851365606656637
-10.0,,,,,,,0.022,10.5,3.2851365606656637
-9.5,,,,,,,0.022,10.5,3.2851365606656637
-9.0,,,,,,,0.022,10.5,3.2851365606656637
-8.5,,,,,,,0.022,10.5,3.2851365606656637
-8.0,,,,,,,0.022,10.5,3.2851365606656637
-7.5,,,,,,,0.022,10.5,3.2851365606656637
-7.0,119.97600748424772,,,259.0770464142583,,,0.022,10.5,3.2851365606656637
-6.5,96.28205144467225,,,254.26144451859582,,,0.022,10.5,3.2851365606656637
-6.0,226.2633478830899,,,250.44369128188535,,,0.022,10.5,3.2851365606656637
-5.5,257.3765282228878,,,239.64557932603205,,,0.022,10.5,3.2851365606656637
-5.0,368.1676982063136,,,242.2078958454074,,,0.022,10.5,3.2851365606656637
-4.5,389.26647685953844,,,240.30102250680974,,,0.022,10.5,3.2851365606656637
-4.0,495.6055140195427,,,235.79755367395177,,,0.022,10.5,3.2851365606656637
-3.5,595.2988019478502,,,234.5943736352944,,,0.022,10.5,3.2851365606656637
-3.0,683.765138533135,,,231.26341512801451,,,0.022,10.5,3.2851365606656637
-2.5,738.2421505070466,,,231.61293632246984,,,0.022,10.5,3.2851365606656637
-2.0,853.8138305074496,,,227.21130417709134,,,0.022,10.5,3.2851365606656637
-1.5,801.5638857933161,,,227.45399069658612,,,0.022,10.5,3.2851365606656637
-1.0,950.3070872864146,,,230.3008761261107,,,0.022,10.5,3.2851365606656637
-0.5,1062.9624186396275,,,229.73830209154755,,,0.022,10.5,3.2851365606656637
0.0,1063.76382977687,,,231.79677133291577,,,0.022,10.5,3.2851365606656637
0.5,1173.5682966872873,,,233.00280530299125,,,0.022,10.5,3.2851365606656637
1.0,1169.2564560590504,,,229.19596996015537,,,0.022,10.5,3.2851365606656637
1.5,1162.311104632967,,,232.77290963593157,,,0.022,10.5,3.2851365606656637
2.0,,,,,,,0.022,10.5,3.2851365606656637
2.5,,,,,,,0.022,10.5,3.2851365606656637
3.0,,,,,,,0.022,10.5,3.2851365606656637
3.5,,,,,,,0.022,10.5,3.2851365606656637
4.0,,,,,,,0.022,10.5,3.2851365606656637
4.5,,,,,,,0.022,10.5,3.2851365606656637
5.0,,,,,,,0.022,10.5,3.2851365606656637
5.5,,,,,,,0.022,10.5,3.2851365606656637
6.0,,,,,,,0.022,10.5,3.2851365606656637
6.5,,,,,,,0.022,10.5,3.2851365606656637
7.0,,,,,,,0.022,10.5,3.2851365606656637
7.5,,,,,,,0.022,10.5,3.2851365606656637
8.0,,,,,,,0.022,10.5,3.2851365606656637
8.5,,,,,,,0.022,10.5,3.2851365606656637
9.0,,,,,,,0.022,10.5,3.2851365606656637
9.5,,,,,,,0.022,10.5,3.2851365606656637
10.0,,,2626.2472087723595,,,32.4909299505263,0.022,10.5,3.2851365606656637
10.5,,,,,,,0.022,10.5,3.2851365606656637
11.0,,,,,,,0.022,10.5,3.2851365606656637
11.5,,,,,,,0.022,10.5,3.2851365606656637
12.0,,,,,,,0.022,10.5,3.2851365606656637
12.5,,,,,,,0.022,10.5,3.2851365606656637
13.0,,,2447.747821676723,,,33.5399935672984,0.022,10.5,3.2851365606656637
13.5,,,,,,,0.022,10.5,3.2851365606656637
14.0,,,,,,,0.022,10.5,3.2851365606656637
14.5,,,,,,,0.022,10.5,3.2851365606656637
15.0,,1888.0101342771409,2124.969687220773,,34.3858980613919,37.6203073860807,0.022,10.5,3.2851365606656637
15.5,,,,,,,0.022,10.5,3.2851365606656637
16.0,,,,,,,0.022,10.5,3.2851365606656637
16.5,,1850.7759594823478,,,37.1696441251047,,0.022,10.5,3.2851365606656637
17.0,,,1880.1936840587111,,,40.7526059530009,0.022,10.5,3.2851365606656637
17.5,,,,,,,0.022,10.5,3.2851365606656637
18.0,,,,,,,0.022,10.5,3.2851365606656637
18.5,,,,,,,0.022,10.5,3.2851365606656637
19.0,,,,,,,0.022,10.5,3.2851365606656637
19.5,,,,,,,0.022,10.5,3.2851365606656637
20.0,,1388.241924376076,1600.8101336797154,,60.5881103657991,73.2126464668715,0.022,10.5,3.2851365606656637
20.5,,,,,,,0.022,10.5,3.2851365606656637
21.0,,,,,,,0.022,10.5,3.2851365606656637
21.5,,,,,,,0.022,10.5,3.2851365606656637
22.0,,1278.983532036292,,,87.511414342473,,0.022,10.5,3.2851365606656637
22.5,,,,,,,0.022,10.5,3.2851365606656637
23.0,,,,,,,0.022,10.5,3.2851365606656637
23.5,,,,,,,0.022,10.5,3.2851365606656637
24.0,,,,,,,0.022,10.5,3.2851365606656637
24.5,,,,,,,0.022,10.5,3.2851365606656637
25.0,,1293.3647940465733,,,68.6933166856812,,0.022,10.5,3.2851365606656637
25.5,,,,,,,0.022,10.5,3.2851365606656637
26.0,,,,,,,0.022,10.5,3.2851365606656637
26.5,,,,,,,0.022,10.5,3.2851365606656637
27.0,,,605.520589070469,,,62.305981391371,0.022,10.5,3.2851365606656637
27.5,,,,,,,0.022,10.5,3.2851365606656637
28.0,,,,,,,0.022,10.5,3.2851365606656637
28.5,,,,,,,0.022,10.5,3.2851365606656637
29.0,,,,,,,0.022,10.5,3.2851365606656637
29.5,,,,,,,0.022,10.5,3.2851365606656637
30.0,,,,,,,0.022,10.5,3.2851365606656637
30.5,,,,,,,0.022,10.5,3.2851365606656637
31.0,,1003.2481283428779,534.2790942133378,,35.6209708092541,36.4312706376133,0.022,10.5,3.2851365606656637
31.5,,,,,,,0.022,10.5,3.2851365606656637
32.0,,,,,,,0.022,10.5,3.2851365606656637
32.5,,,,,,,0.022,10.5,3.2851365606656637
33.0,,138.19002136000339,173.597123149141,,38.8094293160128,27.7473307774963,0.022,10.5,3.2851365606656637
33.5,,,,,,,0.022,10.5,3.2851365606656637
34.0,,,,,,,0.022,10.5,3.2851365606656637
34.5,,,,,,,0.022,10.5,3.2851365606656637
35.0,,,352.60238335206395,,,21.6422819589941,0.022,10.5,3.2851365606656637
35.5,,,,,,,0.022,10.5,3.2851365606656637
36.0,,,,,,,0.022,10.5,3.2851365606656637
36.5,,,,,,,0.022,10.5,3.2851365606656637
37.0,,977.657004087577,338.3577446792356,,29.079292518756,26.3818455976601,0.022,10.5,3.2851365606656637
37.5,,,,,,,0.022,10.5,3.2851365606656637
38.0,,,,,,,0.022,10.5,3.2851365606656637
38.5,,,,,,,0.022,10.5,3.2851365606656637
39.0,,,270.37202891600657,,,26.182925017027262,0.022,10.5,3.2851365606656637
39.5,,,,,,,0.022,10.5,3.2851365606656637
40.0,,,,,,,0.022,10.5,3.2851365606656637
40.5,,,,,,,0.022,10.5,3.2851365606656637
41.0,,,,,,,0.022,10.5,3.2851365606656637
41.5,,,,,,,0.022,10.5,3.2851365606656637
42.0,,,,,,,0.022,10.5,3.2851365606656637
42.5,,,,,,,0.022,10.5,3.2851365606656637
43.0,,,,,,,0.022,10.5,3.2851365606656637
43.5,,,,,,,0.022,10.5,3.2851365606656637
44.0,,,,,,,0.022,10.5,3.2851365606656637
44.5,,,,,,,0.022,10.5,3.2851365606656637
45.0,,509.5460922635519,,,38.28942305082458,,0.022,10.5,3.2851365606656637
45.5,,,,,,,0.022,10.5,3.2851365606656637
46.0,,,,,,,0.022,10.5,3.2851365606656637
46.5,,523.2810919199894,,,48.5252313075609,,0.022,10.5,3.2851365606656637
47.0,,404.96547246323297,,,43.4554675433088,,0.022,10.5,3.2851365606656637
47.5,,,,,,,0.022,10.5,3.2851365606656637
48.0,,,,,,,0.022,10.5,3.2851365606656637
48.5,,,183.45981142836453,,,80.8068157727274,0.022,10.5,3.2851365606656637
49.0,,293.6992228803839,,,97.5636539943214,,0.022,10.5,3.2851365606656637
49.5,,,,,,,0.022,10.5,3.2851365606656637
